trial,list_id,item_id,within_list_pos,train_id,within_train_pos,is_boundary,reward,expected_value,outcome_rpe,abs_outcome_rpe,encoding_drift,recall_prob,recalled,hypothesis,subject_id
9,0,9,9,1,3,0,65.12,38.9946,26.1254,26.1254,0.5391881,0.646698,0,baseline,20
10,0,10,10,1,4,0,70.25,46.8322,23.4178,23.4178,0.5351267,0.638931,0,baseline,20
11,0,11,11,1,5,0,0.0,53.8576,-53.8576,53.8576,0.5807864,0.665013,1,baseline,20
12,0,12,12,2,0,1,51.75,37.7003,14.0497,14.0497,0.77107455,0.748689,1,baseline,20
13,0,13,13,2,1,0,22.15,41.9152,-19.7652,19.7652,0.5296478,0.653193,1,baseline,20
14,0,14,14,2,2,0,70.48,35.9856,34.4944,34.4944,0.5517415999999999,0.62417,0,baseline,20
15,0,15,15,2,3,0,46.9,46.3339,0.5661,0.5661,0.50084915,0.621978,1,baseline,20
16,0,16,16,2,4,0,77.03,46.5038,30.5262,30.5262,0.5457893,0.638295,1,baseline,20
17,0,17,17,2,5,0,41.76,55.6616,-13.9016,13.9016,0.5208524,0.638425,1,baseline,20
18,0,18,18,3,0,1,51.05,51.4911,-0.4411,0.4411,0.75066165,0.749344,1,baseline,20
19,0,19,19,3,1,0,70.16,51.3588,18.8012,18.8012,0.5282017999999999,0.632702,1,baseline,20
20,0,20,20,3,2,0,55.41,56.9992,-1.5892,1.5892,0.5023838,0.608372,1,baseline,20
21,0,21,21,3,3,0,62.11,56.5224,5.5876,5.5876,0.5083814,0.620085,0,baseline,20
22,0,22,22,3,4,0,56.14,58.1987,-2.0587,2.0587,0.50308805,0.618728,0,baseline,20
23,0,23,23,3,5,0,60.64,57.5811,3.0589,3.0589,0.50458835,0.59392,0,baseline,20
24,1,24,0,4,0,0,57.77,50.0,7.77,7.77,0.511655,0.625192,0,baseline,20
25,1,25,1,4,1,0,48.39,52.331,-3.941,3.941,0.5059115,0.638346,1,baseline,20
26,1,26,2,4,2,0,55.74,51.1487,4.5913,4.5913,0.50688695,0.624534,1,baseline,20
27,1,27,3,4,3,0,77.04,52.5261,24.5139,24.5139,0.53677085,0.632266,1,baseline,20
28,1,28,4,4,4,0,51.45,59.8803,-8.4303,8.4303,0.51264545,0.626623,1,baseline,20
29,1,29,5,4,5,0,44.77,57.3512,-12.5812,12.5812,0.5188718,0.629635,1,baseline,20
30,1,30,6,5,0,1,64.31,53.5768,10.7332,10.7332,0.7660998,0.741017,0,baseline,20
31,1,31,7,5,1,0,39.23,56.7968,-17.5668,17.5668,0.5263502,0.643622,1,baseline,20
32,1,32,8,5,2,0,17.34,51.5267,-34.1867,34.1867,0.55128005,0.628604,1,baseline,20
33,1,33,9,5,3,0,25.48,41.2707,-15.7907,15.7907,0.52368605,0.631181,1,baseline,20
34,1,34,10,5,4,0,65.87,36.5335,29.3365,29.3365,0.54400475,0.641922,0,baseline,20
35,1,35,11,5,5,0,27.72,45.3345,-17.6145,17.6145,0.52642175,0.632546,0,baseline,20
36,1,36,12,6,0,1,64.05,40.0501,23.9999,23.9999,0.78599985,0.745553,1,baseline,20
37,1,37,13,6,1,0,36.16,47.2501,-11.0901,11.0901,0.51663515,0.623312,1,baseline,20
38,1,38,14,6,2,0,56.62,43.9231,12.6969,12.6969,0.51904535,0.635269,0,baseline,20
39,1,39,15,6,3,0,30.2,47.7321,-17.5321,17.5321,0.52629815,0.627349,1,baseline,20
40,1,40,16,6,4,0,50.93,42.4725,8.4575,8.4575,0.51268625,0.641075,0,baseline,20
41,1,41,17,6,5,0,79.89,45.0097,34.8803,34.8803,0.55232045,0.671041,0,baseline,20
42,1,42,18,7,0,1,56.86,55.4738,1.3862,1.3862,0.7520793,0.730171,1,baseline,20
43,1,43,19,7,1,0,26.61,55.8897,-29.2797,29.2797,0.54391955,0.640486,1,baseline,20
44,1,44,20,7,2,0,70.7,47.1058,23.5942,23.5942,0.5353913,0.607121,1,baseline,20
45,1,45,21,7,3,0,35.3,54.184,-18.884,18.884,0.528326,0.611942,1,baseline,20
46,1,46,22,7,4,0,42.11,48.5188,-6.4088,6.4088,0.5096132,0.624718,1,baseline,20
47,1,47,23,7,5,0,64.95,46.5962,18.3538,18.3538,0.5275307,0.646047,0,baseline,20
48,2,48,0,8,0,0,45.79,50.0,-4.21,4.21,0.506315,0.628919,1,baseline,20
49,2,49,1,8,1,0,24.04,48.737,-24.697,24.697,0.5370455,0.641096,1,baseline,20
50,2,50,2,8,2,0,60.16,41.3279,18.8321,18.8321,0.52824815,0.628113,1,baseline,20
51,2,51,3,8,3,0,32.04,46.9775,-14.9375,14.9375,0.52240625,0.622577,1,baseline,20
52,2,52,4,8,4,0,4.06,42.4963,-38.4363,38.4363,0.55765445,0.654488,1,baseline,20
53,2,53,5,8,5,0,47.32,30.9654,16.3546,16.3546,0.5245319,0.63889,0,baseline,20
54,2,54,6,9,0,1,52.26,35.8718,16.3882,16.3882,0.7745823,0.740992,1,baseline,20
55,2,55,7,9,1,0,56.85,40.7882,16.0618,16.0618,0.5240927,0.638242,0,baseline,20
56,2,56,8,9,2,0,42.49,45.6068,-3.1168,3.1168,0.5046752,0.605787,0,baseline,20
57,2,57,9,9,3,0,34.75,44.6717,-9.9217,9.9217,0.51488255,0.636577,0,baseline,20
58,2,58,10,9,4,0,36.17,41.6952,-5.5252,5.5252,0.5082878,0.632762,1,baseline,20
59,2,59,11,9,5,0,22.06,40.0377,-17.9777,17.9777,0.52696655,0.639859,0,baseline,20
60,2,60,12,10,0,1,41.42,34.6444,6.7756,6.7756,0.7601634,0.744151,1,baseline,20
61,2,61,13,10,1,0,43.53,36.677,6.853,6.853,0.5102795,0.61721,0,baseline,20
62,2,62,14,10,2,0,48.67,38.7329,9.9371,9.9371,0.51490565,0.62932,1,baseline,20
63,2,63,15,10,3,0,73.41,41.7141,31.6959,31.6959,0.54754385,0.656668,1,baseline,20
64,2,64,16,10,4,0,28.15,51.2228,-23.0728,23.0728,0.5346092,0.63632,0,baseline,20
65,2,65,17,10,5,0,31.5,44.301,-12.801,12.801,0.5192015,0.641543,0,baseline,20
66,2,66,18,11,0,1,49.53,40.4607,9.0693,9.0693,0.76360395,0.731364,0,baseline,20
67,2,67,19,11,1,0,31.94,43.1815,-11.2415,11.2415,0.51686225,0.616407,1,baseline,20
68,2,68,20,11,2,0,41.35,39.809,1.541,1.541,0.5023115,0.632434,1,baseline,20
69,2,69,21,11,3,0,44.76,40.2713,4.4887,4.4887,0.50673305,0.62316,0,baseline,20
70,2,70,22,11,4,0,38.24,41.6179,-3.3779,3.3779,0.50506685,0.608838,1,baseline,20
71,2,71,23,11,5,0,36.14,40.6046,-4.4646,4.4646,0.5066969,0.630986,0,baseline,20
72,3,72,0,12,0,0,46.65,50.0,-3.35,3.35,0.505025,0.636681,0,baseline,20
73,3,73,1,12,1,0,24.35,48.995,-24.645,24.645,0.5369675,0.666692,1,baseline,20
74,3,74,2,12,2,0,61.01,41.6015,19.4085,19.4085,0.52911275,0.615058,1,baseline,20
75,3,75,3,12,3,0,37.82,47.424,-9.6041,9.6041,0.51440615,0.653556,1,baseline,20
76,3,76,4,12,4,0,44.73,44.5428,0.1872,0.1872,0.5002808,0.614576,0,baseline,20
77,3,77,5,12,5,0,39.56,44.599,-5.039,5.039,0.5075585,0.600448,1,baseline,20
78,3,78,6,13,0,1,57.67,43.0873,14.5827,14.5827,0.77187405,0.731061,1,baseline,20
79,3,79,7,13,1,0,54.28,47.4621,6.8179,6.8179,0.51022685,0.639918,0,baseline,20
80,3,80,8,13,2,0,49.36,49.5075,-0.1475,0.1475,0.50022125,0.615469,1,baseline,20
81,3,81,9,13,3,0,48.52,49.4632,-0.9432,0.9432,0.5014148,0.626009,1,baseline,20
82,3,82,10,13,4,0,70.27,49.1803,21.0897,21.0897,0.53163455,0.632202,1,baseline,20
83,3,83,11,13,5,0,72.85,55.5072,17.3428,17.3428,0.5260142,0.638604,0,baseline,20
84,3,84,12,14,0,1,42.87,60.71,-17.84,17.84,0.77676,0.734002,0,baseline,20
85,3,85,13,14,1,0,34.33,55.358,-21.028,21.028,0.531542,0.637089,1,baseline,20
86,3,86,14,14,2,0,0.0,49.0496,-49.0496,49.0496,0.5735744,0.668275,1,baseline,20
87,3,87,15,14,3,0,51.86,34.3347,17.5253,17.5253,0.52628795,0.615027,1,baseline,20
88,3,88,16,14,4,0,78.44,39.5923,38.8477,38.8477,0.55827155,0.655268,0,baseline,20
89,3,89,17,14,5,0,56.24,51.2466,4.9934,4.9934,0.5074901,0.631608,1,baseline,20
90,3,90,18,15,0,1,55.8,52.7446,3.0554,3.0554,0.7545831,0.734037,1,baseline,20
91,3,91,19,15,1,0,47.07,53.6612,-6.5912,6.5912,0.5098868,0.619842,1,baseline,20
92,3,92,20,15,2,0,67.04,51.6839,15.3561,15.3561,0.52303415,0.631355,1,baseline,20
93,3,93,21,15,3,0,30.7,56.2907,-25.5907,25.5907,0.53838605,0.639605,1,baseline,20
94,3,94,22,15,4,0,72.11,48.6135,23.4965,23.4965,0.53524475,0.643399,0,baseline,20
95,3,95,23,15,5,0,79.58,55.6624,23.9176,23.9176,0.5358764,0.642719,0,baseline,20
0,0,0,0,0,0,0,28.5,50.0,-21.5,21.5,0.53225,0.633328,1,baseline,21
1,0,1,1,0,1,0,44.03,43.55,0.48,0.48,0.50072,0.631296,0,baseline,21
2,0,2,2,0,2,0,31.82,43.694,-11.874,11.874,0.517811,0.622085,0,baseline,21
3,0,3,3,0,3,0,45.24,40.1318,5.1082,5.1082,0.5076623,0.607619,0,baseline,21
4,0,4,4,0,4,0,39.29,41.6643,-2.3743,2.3743,0.50356145,0.625121,1,baseline,21
5,0,5,5,0,5,0,42.08,40.952,1.128,1.128,0.501692,0.619074,0,baseline,21
6,0,6,6,1,0,1,39.58,41.2904,-1.7104,1.7104,0.7525656,0.722846,1,baseline,21
7,0,7,7,1,1,0,51.74,40.7773,10.9627,10.9627,0.51644405,0.639445,0,baseline,21
8,0,8,8,1,2,0,39.34,44.0661,-4.7261,4.7261,0.50708915,0.621751,1,baseline,21
9,0,9,9,1,3,0,43.95,42.6483,1.3017,1.3017,0.50195255,0.618618,1,baseline,21
10,0,10,10,1,4,0,52.91,43.0388,9.8712,9.8712,0.5148068,0.638273,1,baseline,21
11,0,11,11,1,5,0,34.78,46.0001,-11.2201,11.2201,0.51683015,0.62796,1,baseline,21
12,0,12,12,2,0,1,31.28,42.6341,-11.3541,11.3541,0.76703115,0.73984,1,baseline,21
13,0,13,13,2,1,0,38.36,39.2279,-0.8679,0.8679,0.50130185,0.614936,1,baseline,21
14,0,14,14,2,2,0,57.61,38.9675,18.6425,18.6425,0.52796375,0.635112,1,baseline,21
15,0,15,15,2,3,0,31.71,44.5603,-12.8503,12.8503,0.51927545,0.642288,0,baseline,21
16,0,16,16,2,4,0,50.8,40.7052,10.0948,10.0948,0.5151422,0.633916,1,baseline,21
17,0,17,17,2,5,0,44.81,43.7336,1.0764,1.0764,0.5016146,0.617689,0,baseline,21
18,0,18,18,3,0,1,78.17,44.0565,34.1135,34.1135,0.80117025,0.757131,1,baseline,21
19,0,19,19,3,1,0,44.5,54.2906,-9.7906,9.7906,0.5146859,0.633331,1,baseline,21
20,0,20,20,3,2,0,29.64,51.3534,-21.7134,21.7134,0.5325701,0.623187,1,baseline,21
21,0,21,21,3,3,0,82.13,44.8394,37.2906,37.2906,0.5559359,0.655641,0,baseline,21
22,0,22,22,3,4,0,40.12,56.0266,-15.9066,15.9066,0.5238599,0.626978,1,baseline,21
23,0,23,23,3,5,0,55.71,51.2546,4.4554,4.4554,0.5066831,0.617976,0,baseline,21
24,1,24,0,4,0,0,52.34,50.0,2.34,2.34,0.50351,0.642929,1,baseline,21
25,1,25,1,4,1,0,45.55,50.702,-5.152,5.152,0.507728,0.626184,1,baseline,21
26,1,26,2,4,2,0,47.43,49.1564,-1.7264,1.7264,0.5025896,0.632678,0,baseline,21
27,1,27,3,4,3,0,54.68,48.6385,6.0415,6.0415,0.50906225,0.605318,0,baseline,21
28,1,28,4,4,4,0,85.14,50.4509,34.6891,34.6891,0.55203365,0.64474,1,baseline,21
29,1,29,5,4,5,0,36.54,60.8577,-24.3177,24.3177,0.5364765499999999,0.614339,0,baseline,21
30,1,30,6,5,0,1,74.41,53.5624,20.8476,20.8476,0.7812714,0.740473,1,baseline,21
31,1,31,7,5,1,0,58.56,59.8167,-1.2567,1.2567,0.50188505,0.626877,0,baseline,21
32,1,32,8,5,2,0,41.29,59.4397,-18.1497,18.1497,0.52722455,0.628013,1,baseline,21
33,1,33,9,5,3,0,13.26,53.9948,-40.7348,40.7348,0.5611022,0.646853,0,baseline,21
34,1,34,10,5,4,0,50.23,41.7743,8.4557,8.4557,0.51268355,0.620724,1,baseline,21
35,1,35,11,5,5,0,33.53,44.311,-10.781,10.781,0.5161715,0.642616,1,baseline,21
36,1,36,12,6,0,1,41.3,41.0767,0.2233,0.2233,0.75033495,0.740718,1,baseline,21
37,1,37,13,6,1,0,76.26,41.1437,35.1163,35.1163,0.55267445,0.632157,1,baseline,21
38,1,38,14,6,2,0,57.83,51.6786,6.1514,6.1514,0.5092271,0.623083,1,baseline,21
39,1,39,15,6,3,0,47.27,53.524,-6.254,6.254,0.509381,0.602278,1,baseline,21
40,1,40,16,6,4,0,62.56,51.6478,10.9122,10.9122,0.5163683,0.632058,1,baseline,21
41,1,41,17,6,5,0,51.83,54.9215,-3.0915,3.0915,0.50463725,0.595257,1,baseline,21
42,1,42,18,7,0,1,22.75,53.994,-31.244,31.244,0.796866,0.745909,1,baseline,21
43,1,43,19,7,1,0,24.15,44.6208,-20.4708,20.4708,0.5307062,0.625132,1,baseline,21
44,1,44,20,7,2,0,68.64,38.4796,30.1604,30.1604,0.5452406,0.654051,1,baseline,21
45,1,45,21,7,3,0,44.82,47.5277,-2.7077,2.7077,0.50406155,0.628348,1,baseline,21
46,1,46,22,7,4,0,20.67,46.7154,-26.0454,26.0454,0.5390681,0.627376,0,baseline,21
47,1,47,23,7,5,0,31.77,38.9018,-7.1318,7.1318,0.5106977,0.614473,0,baseline,21
48,2,48,0,8,0,0,71.51,50.0,21.51,21.51,0.532265,0.647763,0,baseline,21
49,2,49,1,8,1,0,0.0,56.453,-56.453,56.453,0.5846795,0.663352,1,baseline,21
50,2,50,2,8,2,0,78.55,39.5171,39.0329,39.0329,0.55854935,0.655693,1,baseline,21
51,2,51,3,8,3,0,84.01,51.227,32.783,32.783,0.5491745,0.623325,0,baseline,21
52,2,52,4,8,4,0,51.96,61.0619,-9.1019,9.1019,0.51365285,0.625044,1,baseline,21
53,2,53,5,8,5,0,69.4,58.3313,11.0687,11.0687,0.51660305,0.644192,1,baseline,21
54,2,54,6,9,0,1,10.23,61.6519,-51.4219,51.4219,0.82713285,0.749225,0,baseline,21
55,2,55,7,9,1,0,50.08,46.2253,3.8547,3.8547,0.50578205,0.619655,1,baseline,21
56,2,56,8,9,2,0,39.78,47.3817,-7.6017,7.6017,0.51140255,0.626467,0,baseline,21
57,2,57,9,9,3,0,56.8,45.1012,11.6988,11.6988,0.5175482,0.615381,1,baseline,21
58,2,58,10,9,4,0,70.29,48.6109,21.6791,21.6791,0.53251865,0.649385,1,baseline,21
59,2,59,11,9,5,0,67.04,55.1146,11.9254,11.9254,0.5178881,0.635856,0,baseline,21
60,2,60,12,10,0,1,48.3,58.6922,-10.3922,10.3922,0.7655883,0.746977,1,baseline,21
61,2,61,13,10,1,0,58.14,55.5746,2.5654,2.5654,0.5038481,0.621631,1,baseline,21
62,2,62,14,10,2,0,30.03,56.3442,-26.3142,26.3142,0.5394713,0.634746,1,baseline,21
63,2,63,15,10,3,0,83.32,48.4499,34.8701,34.8701,0.55230515,0.652521,1,baseline,21
64,2,64,16,10,4,0,68.69,58.911,9.779,9.779,0.5146685,0.626968,0,baseline,21
65,2,65,17,10,5,0,62.71,61.8447,0.8653,0.8653,0.50129795,0.610565,1,baseline,21
66,2,66,18,11,0,1,71.66,62.1043,9.5557,9.5557,0.76433355,0.750144,1,baseline,21
67,2,67,19,11,1,0,15.34,64.971,-49.631,49.631,0.5744465,0.661844,0,baseline,21
68,2,68,20,11,2,0,20.69,50.0817,-29.3917,29.3917,0.54408755,0.654635,1,baseline,21
69,2,69,21,11,3,0,48.27,41.2642,7.0058,7.0058,0.5105087,0.622568,0,baseline,21
70,2,70,22,11,4,0,67.16,43.3659,23.7941,23.7941,0.53569115,0.627082,1,baseline,21
71,2,71,23,11,5,0,48.76,50.5041,-1.7441,1.7441,0.50261615,0.626603,1,baseline,21
72,3,72,0,12,0,0,76.03,50.0,26.03,26.03,0.539045,0.655374,1,baseline,21
73,3,73,1,12,1,0,27.92,57.809,-29.889,29.889,0.5448335,0.642995,1,baseline,21
74,3,74,2,12,2,0,49.82,48.8423,0.9777,0.9777,0.50146655,0.635071,1,baseline,21
75,3,75,3,12,3,0,46.52,49.1356,-2.6156,2.6156,0.5039234,0.629569,0,baseline,21
76,3,76,4,12,4,0,66.47,48.3509,18.1191,18.1191,0.52717865,0.636105,1,baseline,21
77,3,77,5,12,5,0,69.19,53.7866,15.4034,15.4034,0.5231051,0.614765,1,baseline,21
78,3,78,6,13,0,1,26.32,58.4077,-32.0877,32.0877,0.79813155,0.740202,0,baseline,21
79,3,79,7,13,1,0,69.91,48.7814,21.1286,21.1286,0.5316929,0.64308,1,baseline,21
80,3,80,8,13,2,0,62.92,55.12,7.8,7.8,0.5117,0.606907,0,baseline,21
81,3,81,9,13,3,0,23.98,57.46,-33.48,33.48,0.55022,0.637679,0,baseline,21
82,3,82,10,13,4,0,80.04,47.416,32.624,32.624,0.548936,0.651187,1,baseline,21
83,3,83,11,13,5,0,64.48,57.2032,7.2768,7.2768,0.5109152,0.600464,1,baseline,21
84,3,84,12,14,0,1,29.25,59.3862,-30.1362,30.1362,0.7952043,0.717126,1,baseline,21
85,3,85,13,14,1,0,35.63,50.3454,-14.7154,14.7154,0.5220731,0.614961,1,baseline,21
86,3,86,14,14,2,0,51.49,45.9308,5.5592,5.5592,0.5083388,0.622511,1,baseline,21
87,3,87,15,14,3,0,55.95,47.5985,8.3515,8.3515,0.51252725,0.628032,0,baseline,21
88,3,88,16,14,4,0,15.7,50.104,-34.404,34.404,0.551606,0.634373,1,baseline,21
89,3,89,17,14,5,0,14.27,39.7828,-25.5128,25.5128,0.5382692,0.658268,0,baseline,21
90,3,90,18,15,0,1,47.46,32.1289,15.3311,15.3311,0.77299665,0.737883,1,baseline,21
91,3,91,19,15,1,0,53.86,36.7283,17.1317,17.1317,0.52569755,0.645191,0,baseline,21
92,3,92,20,15,2,0,20.37,41.8678,-21.4978,21.4978,0.5322467,0.648046,1,baseline,21
93,3,93,21,15,3,0,53.57,35.4184,18.1516,18.1516,0.5272274,0.605831,0,baseline,21
94,3,94,22,15,4,0,39.21,40.8639,-1.6539,1.6539,0.50248085,0.619842,1,baseline,21
95,3,95,23,15,5,0,6.41,40.3677,-33.9577,33.9577,0.55093655,0.656265,1,baseline,21
0,0,0,0,0,0,0,71.27,50.0,21.27,21.27,0.531905,0.629926,1,baseline,22
1,0,1,1,0,1,0,69.13,56.381,12.749,12.749,0.5191235,0.632281,0,baseline,22
2,0,2,2,0,2,0,47.07,60.2057,-13.1357,13.1357,0.51970355,0.640609,0,baseline,22
3,0,3,3,0,3,0,71.07,56.265,14.805,14.805,0.5222075,0.635062,1,baseline,22
4,0,4,4,0,4,0,41.37,60.7065,-19.3365,19.3365,0.52900475,0.642534,0,baseline,22
5,0,5,5,0,5,0,17.04,54.9055,-37.8655,37.8655,0.5567982499999999,0.642335,1,baseline,22
6,0,6,6,1,0,1,44.21,43.5459,0.6641,0.6641,0.75099615,0.745144,1,baseline,22
7,0,7,7,1,1,0,59.37,43.7451,15.6249,15.6249,0.52343735,0.629112,1,baseline,22
8,0,8,8,1,2,0,20.43,48.4326,-28.0026,28.0026,0.5420039,0.647869,1,baseline,22
9,0,9,9,1,3,0,44.92,40.0318,4.8882,4.8882,0.5073323,0.615866,1,baseline,22
10,0,10,10,1,4,0,72.91,41.4983,31.4117,31.4117,0.54711755,0.644339,1,baseline,22
11,0,11,11,1,5,0,24.32,50.9218,-26.6018,26.6018,0.5399027,0.634347,1,baseline,22
12,0,12,12,2,0,1,55.14,42.9412,12.1988,12.1988,0.7682982,0.752308,0,baseline,22
13,0,13,13,2,1,0,91.23,46.6009,44.6291,44.6291,0.56694365,0.650479,1,baseline,22
14,0,14,14,2,2,0,54.32,59.9896,-5.6696,5.6696,0.5085044,0.628549,1,baseline,22
15,0,15,15,2,3,0,50.63,58.2887,-7.6587,7.6587,0.51148805,0.636809,1,baseline,22
16,0,16,16,2,4,0,75.77,55.9911,19.7789,19.7789,0.52966835,0.63994,1,baseline,22
17,0,17,17,2,5,0,77.83,61.9248,15.9052,15.9052,0.5238578,0.64274,0,baseline,22
18,0,18,18,3,0,1,63.54,66.6963,-3.1563,3.1563,0.75473445,0.745934,1,baseline,22
19,0,19,19,3,1,0,34.3,65.7494,-31.4494,31.4494,0.5471741,0.658636,1,baseline,22
20,0,20,20,3,2,0,48.38,56.3146,-7.9346,7.9346,0.5119019,0.621647,0,baseline,22
21,0,21,21,3,3,0,19.1,53.9342,-34.8342,34.8342,0.5522513,0.663311,0,baseline,22
22,0,22,22,3,4,0,47.6,43.484,4.116,4.116,0.506174,0.638589,0,baseline,22
23,0,23,23,3,5,0,62.19,44.7188,17.4712,17.4712,0.5262068,0.648242,1,baseline,22
24,1,24,0,4,0,0,40.91,50.0,-9.09,9.09,0.513635,0.625975,1,baseline,22
25,1,25,1,4,1,0,37.42,47.273,-9.853,9.853,0.5147795,0.626143,0,baseline,22
26,1,26,2,4,2,0,64.29,44.3171,19.9729,19.9729,0.5299593499999999,0.625417,0,baseline,22
27,1,27,3,4,3,0,31.53,50.309,-18.779,18.779,0.5281685,0.652612,1,baseline,22
28,1,28,4,4,4,0,65.72,44.6753,21.0447,21.0447,0.53156705,0.651619,1,baseline,22
29,1,29,5,4,5,0,67.08,50.9887,16.0913,16.0913,0.52413695,0.639186,1,baseline,22
30,1,30,6,5,0,1,94.02,55.8161,38.2039,38.2039,0.80730585,0.729071,1,baseline,22
31,1,31,7,5,1,0,31.38,67.2773,-35.8973,35.8973,0.55384595,0.667329,0,baseline,22
32,1,32,8,5,2,0,55.19,56.5081,-1.3181,1.3181,0.50197715,0.616283,1,baseline,22
33,1,33,9,5,3,0,12.98,56.1127,-43.1327,43.1327,0.56469905,0.640873,1,baseline,22
34,1,34,10,5,4,0,73.61,43.1729,30.4371,30.4371,0.54565565,0.642789,1,baseline,22
35,1,35,11,5,5,0,44.26,52.304,-8.044,8.044,0.512066,0.627216,1,baseline,22
36,1,36,12,6,0,1,53.9,49.8908,4.0092,4.0092,0.7560138,0.729084,1,baseline,22
37,1,37,13,6,1,0,72.39,51.0936,21.2964,21.2964,0.5319446,0.63642,1,baseline,22
38,1,38,14,6,2,0,37.0,57.4825,-20.4825,20.4825,0.53072375,0.665568,0,baseline,22
39,1,39,15,6,3,0,62.41,51.3377,11.0723,11.0723,0.51660845,0.623732,1,baseline,22
40,1,40,16,6,4,0,54.28,54.6594,-0.3794,0.3794,0.5005691,0.625815,1,baseline,22
41,1,41,17,6,5,0,27.8,54.5456,-26.7456,26.7456,0.5401184,0.656197,1,baseline,22
42,1,42,18,7,0,1,32.96,46.5219,-13.5619,13.5619,0.77034285,0.711485,1,baseline,22
43,1,43,19,7,1,0,74.74,42.4533,32.2867,32.2867,0.54843005,0.634579,1,baseline,22
44,1,44,20,7,2,0,46.44,52.1393,-5.6993,5.6993,0.50854895,0.622918,1,baseline,22
45,1,45,21,7,3,0,64.99,50.4295,14.5605,14.5605,0.52184075,0.613373,1,baseline,22
46,1,46,22,7,4,0,41.48,54.7977,-13.3177,13.3177,0.51997655,0.612311,1,baseline,22
47,1,47,23,7,5,0,63.13,50.8024,12.3276,12.3276,0.5184914,0.650326,1,baseline,22
48,2,48,0,8,0,0,42.88,50.0,-7.12,7.12,0.51068,0.619069,1,baseline,22
49,2,49,1,8,1,0,40.73,47.864,-7.134,7.134,0.510701,0.616437,0,baseline,22
50,2,50,2,8,2,0,80.54,45.7238,34.8162,34.8162,0.5522243,0.630608,1,baseline,22
51,2,51,3,8,3,0,42.36,56.1687,-13.8087,13.8087,0.52071305,0.626026,1,baseline,22
52,2,52,4,8,4,0,31.35,52.0261,-20.6761,20.6761,0.53101415,0.633206,1,baseline,22
53,2,53,5,8,5,0,56.38,45.8232,10.5568,10.5568,0.5158352,0.632545,1,baseline,22
54,2,54,6,9,0,1,93.1,48.9903,44.1097,44.1097,0.81616455,0.764134,0,baseline,22
55,2,55,7,9,1,0,35.62,62.2232,-26.6032,26.6032,0.5399048,0.624935,1,baseline,22
56,2,56,8,9,2,0,71.05,54.2422,16.8078,16.8078,0.5252117,0.650206,1,baseline,22
57,2,57,9,9,3,0,76.65,59.2846,17.3654,17.3654,0.5260481,0.634469,1,baseline,22
58,2,58,10,9,4,0,71.15,64.4942,6.6558,6.6558,0.5099837,0.611798,1,baseline,22
59,2,59,11,9,5,0,71.52,66.4909,5.0291,5.0291,0.50754365,0.631757,1,baseline,22
60,2,60,12,10,0,1,67.62,67.9997,-0.3797,0.3797,0.75056955,0.744955,1,baseline,22
61,2,61,13,10,1,0,91.64,67.8858,23.7542,23.7542,0.5356313,0.63544,1,baseline,22
62,2,62,14,10,2,0,35.05,75.012,-39.962,39.962,0.559943,0.65436,1,baseline,22
63,2,63,15,10,3,0,67.33,63.0234,4.3066,4.3066,0.5064599,0.620584,0,baseline,22
64,2,64,16,10,4,0,47.59,64.3154,-16.7254,16.7254,0.5250881000000001,0.661624,1,baseline,22
65,2,65,17,10,5,0,17.59,59.2978,-41.7078,41.7078,0.5625617,0.644245,1,baseline,22
66,2,66,18,11,0,1,80.11,46.7854,33.3246,33.3246,0.7999869,0.754221,1,baseline,22
67,2,67,19,11,1,0,47.97,56.7828,-8.8128,8.8128,0.5132192,0.638988,1,baseline,22
68,2,68,20,11,2,0,63.22,54.139,9.081,9.081,0.5136215,0.621438,1,baseline,22
69,2,69,21,11,3,0,30.16,56.8633,-26.7033,26.7033,0.54005495,0.627705,1,baseline,22
70,2,70,22,11,4,0,51.74,48.8523,2.8877,2.8877,0.50433155,0.630327,1,baseline,22
71,2,71,23,11,5,0,50.71,49.7186,0.9914,0.9914,0.5014871,0.648482,1,baseline,22
72,3,72,0,12,0,0,48.0,50.0,-2.0,2.0,0.503,0.629698,1,baseline,22
73,3,73,1,12,1,0,43.52,49.4,-5.88,5.88,0.50882,0.640671,1,baseline,22
74,3,74,2,12,2,0,49.35,47.636,1.714,1.714,0.502571,0.621285,0,baseline,22
75,3,75,3,12,3,0,44.84,48.1502,-3.3102,3.3102,0.5049653,0.616377,1,baseline,22
76,3,76,4,12,4,0,47.1,47.1571,-0.0571,0.0571,0.50008565,0.608197,0,baseline,22
77,3,77,5,12,5,0,74.19,47.14,27.05,27.05,0.540575,0.649603,0,baseline,22
78,3,78,6,13,0,1,53.6,55.255,-1.655,1.655,0.7524825,0.725142,1,baseline,22
79,3,79,7,13,1,0,14.81,54.7585,-39.9485,39.9485,0.55992275,0.626101,0,baseline,22
80,3,80,8,13,2,0,74.14,42.7739,31.3661,31.3661,0.54704915,0.649773,0,baseline,22
81,3,81,9,13,3,0,46.22,52.1838,-5.9638,5.9638,0.5089457,0.609101,0,baseline,22
82,3,82,10,13,4,0,35.31,50.3946,-15.0846,15.0846,0.5226269,0.626911,0,baseline,22
83,3,83,11,13,5,0,55.97,45.8692,10.1008,10.1008,0.5151512,0.602033,1,baseline,22
84,3,84,12,14,0,1,53.65,48.8995,4.7505,4.7505,0.75712575,0.741407,1,baseline,22
